Brand,Year, Price ,Kms_Driven,Fuel_Type,Transmission,kms_Driven,fuel_tank_capacity
Chevrolet Optra Magnum 2.0 LS,2011.0,,,Diesel,Manual,120000.0,
Chevrolet Optra Magnum 2.0 LS,2011.0,,,Diesel,Manual,120000.0,
Maruti Eeco 5 Seater Standard BSIV,2019.0,,,Petrol,Manual,5000.0,
Honda Civic 1.8 MT Sport,2007.0,,,Petrol,Manual,55000.0,
Tata Hexa XT 4X4,2017.0,,,Diesel,Manual,3000.0,
Tata Indica Vista Quadrajet VX,2012.0,,,Diesel,Manual,85000.0,
Tata Indica Vista Quadrajet VX,2012.0,,,Diesel,Manual,40000.0,
Tata Indica Vista Quadrajet VX,2012.0,,,Diesel,Manual,185000.0,
Tata Indica Vista Quadrajet VX,2011.0,,,Diesel,Manual,28689.0,
Tata Indica Vista Quadrajet VX,2013.0,,,Diesel,Manual,110000.0,
Mahindra Scorpio 2.6 CRDe SLE,2011.0,,,Diesel,Manual,50000.0,
Mahindra Scorpio 2.6 CRDe SLE,2013.0,,,Diesel,Manual,70000.0,
Maruti Zen Estilo LXI BSIII,2008.0,,,Petrol,Manual,90000.0,
Maruti Zen Estilo LXI BSIII,2008.0,,,Petrol,Manual,40000.0,
Maruti Zen Estilo LXI BSIII,2007.0,,,Petrol,Manual,80000.0,
Maruti Zen Estilo LXI BSIII,2007.0,,,Petrol,Manual,10211.0,
Maruti Swift Dzire AMT ZXI Plus BS IV,2017.0,,,Petrol,Automatic,8000.0,
Honda Amaze S AT i-Vtech,2015.0,,,Petrol,Automatic,7900.0,
Honda Amaze S AT i-Vtech,2014.0,,,Petrol,Automatic,15000.0,
Maruti Swift VXI,2018.0,,,Petrol,Manual,17500.0,
Maruti Swift VXI,2018.0,,,Petrol,Manual,30000.0,
Maruti Swift VXI,2019.0,,,Petrol,Manual,20000.0,
Maruti Swift VXI,2019.0,,,Petrol,Manual,40000.0,
Maruti Swift VXI,2019.0,,,Petrol,Manual,51000.0,
Maruti Swift VXI,2019.0,,,Petrol,Manual,5000.0,
Maruti Swift VXI,2019.0,,,Petrol,Manual,51000.0,
Maruti Swift VXI,2019.0,,,Petrol,Manual,51000.0,
Maruti Swift VXI,2020.0,,,Petrol,Manual,1500.0,
Maruti Swift VXI,2020.0,,,Petrol,Manual,1500.0,
Maruti Swift VXI,2013.0,,,Petrol,Manual,90000.0,
Maruti Swift VXI,2013.0,,,Petrol,Manual,90000.0,
Maruti Swift VXI,2013.0,,,Petrol,Manual,60000.0,
Maruti Swift VXI,2012.0,,,Petrol,Manual,59858.0,
Mahindra Renault Logan 1.4 GLX Petrol,2008.0,,,Petrol,Manual,25000.0,
Mahindra Renault Logan 1.4 GLX Petrol,2008.0,,,Petrol,Manual,90000.0,
Hyundai i10 Magna LPG,2013.0,,,LPG,Manual,88600.0,
Hyundai i10 Magna LPG,2013.0,,,LPG,Manual,90000.0,
Hyundai i10 Magna LPG,2014.0,,,LPG,Manual,29000.0,
Tata Venture EX,2012.0,,,Diesel,Manual,80000.0,
Chevrolet Captiva LT,2008.0,,,Diesel,Manual,100000.0,
Chevrolet Captiva LT,2009.0,,,Diesel,Manual,130000.0,
Chevrolet Aveo U-VA 1.2 LS,2010.0,,,Petrol,Manual,60000.0,
Chevrolet Aveo U-VA 1.2 LS,2009.0,,,Petrol,Manual,80000.0,
Chevrolet Aveo U-VA 1.2 LS,2009.0,,,Petrol,Manual,87293.0,
Chevrolet Aveo U-VA 1.2 LS,2008.0,,,Petrol,Manual,80000.0,
Maruti Ciaz Zeta BSIV,2019.0,,,Petrol,Manual,11000.0,
Tata Hexa XM,2017.0,,,Diesel,Manual,30000.0,
Tata Hexa XM,2017.0,,,Diesel,Manual,50000.0,
Tata Hexa XM,2018.0,,,Diesel,Manual,17000.0,
Hyundai Santro Xing GL PLUS CNG,2007.0,,,CNG,Manual,80000.0,
Mahindra Thar CRDe ABS,2019.0,,,Diesel,Manual,15000.0,
Maruti Alto K10 2010-2014 VXI,2011.0,,,Petrol,Manual,90000.0,
Maruti Alto K10 2010-2014 VXI,2011.0,,,Petrol,Manual,90000.0,
Maruti Alto K10 2010-2014 VXI,2011.0,,,Petrol,Manual,40000.0,
Maruti Alto K10 2010-2014 VXI,2010.0,,,Petrol,Manual,80000.0,
Maruti Alto K10 2010-2014 VXI,2010.0,,,Petrol,Manual,70000.0,
Maruti Alto K10 2010-2014 VXI,2010.0,,,Petrol,Manual,70000.0,
Maruti Alto K10 2010-2014 VXI,2012.0,,,Petrol,Manual,40000.0,
Maruti Alto K10 2010-2014 VXI,2012.0,,,Petrol,Manual,40000.0,
Maruti Alto K10 2010-2014 VXI,2012.0,,,Petrol,Manual,90000.0,
Maruti Alto K10 2010-2014 VXI,2014.0,,,Petrol,Manual,50000.0,
Maruti Alto K10 LXI,2015.0,,,Petrol,Manual,120000.0,
Maruti Alto K10 LXI,2014.0,,,Petrol,Manual,66000.0,
Maruti Alto K10 LXI,2014.0,,,Petrol,Manual,40000.0,
Maruti Alto K10 LXI,2012.0,,,Petrol,Manual,20000.0,
Maruti Alto K10 LXI,2010.0,,,Petrol,Manual,64000.0,
Maruti Alto K10 LXI,2010.0,,,Petrol,Manual,48500.0,
Maruti Alto K10 LXI,2011.0,,,Petrol,Manual,70000.0,
Maruti Alto K10 LXI,2017.0,,,Petrol,Manual,50000.0,
Honda City 1.5 V AT,2011.0,,,Petrol,Automatic,70000.0,
Honda City 1.5 V AT,2008.0,,,Petrol,Automatic,70000.0,
Honda City 1.5 V AT,2008.0,,,Petrol,Automatic,70000.0,
Maruti Ritz LXI,2009.0,,,Petrol,Manual,15000.0,
Maruti Ritz LXI,2009.0,,,Petrol,Manual,15000.0,
Honda Jazz VX,2018.0,,,Petrol,Manual,20000.0,
Honda Jazz VX,2011.0,,,Petrol,Manual,11473.0,
Honda Jazz VX,2011.0,,,Petrol,Manual,11473.0,
Mahindra Scorpio SLE BSIII,2009.0,,,Diesel,Manual,100000.0,
Mahindra Scorpio SLE BSIII,2010.0,,,Diesel,Manual,185000.0,
Skoda Rapid 1.6 MPI AT Elegance Plus,2015.0,,,Petrol,Automatic,70000.0,
Tata Nano LX,2013.0,,,Petrol,Manual,27974.0,
Tata Nano LX,2013.0,,,Petrol,Manual,40000.0,
Maruti Zen Estilo 1.1 VXI BSIII,2007.0,,,Petrol,Manual,80000.0,
Maruti Zen Estilo 1.1 VXI BSIII,2008.0,,,Petrol,Manual,70000.0,
Maruti Wagon R LX Minor,2013.0,,,Petrol,Manual,38000.0,
Maruti Wagon R LX Minor,2013.0,,,Petrol,Manual,38000.0,
Maruti Wagon R LX Minor,2013.0,,,Petrol,Manual,70000.0,
Maruti Wagon R LX Minor,2013.0,,,Petrol,Manual,70000.0,
Maruti Wagon R LX Minor,2013.0,,,Petrol,Manual,52000.0,
Maruti Wagon R LX Minor,2007.0,,,Petrol,Manual,100000.0,
Skoda Octavia Classic 1.9 TDI MT,2004.0,,,Diesel,Manual,120000.0,
Maruti Swift AMT VXI,2018.0,,,Petrol,Automatic,18000.0,
Maruti Swift AMT VXI,2019.0,,,Petrol,Automatic,25000.0,
Honda Amaze SX i-VTEC,2016.0,,,Petrol,Manual,10000.0,
Honda Amaze SX i-VTEC,2015.0,,,Petrol,Manual,70000.0,
Hyundai Grand i10 Nios Magna CRDi,2020.0,,,Diesel,Manual,1400.0,
Volkswagen Jetta 1.9 L TDI,2010.0,,,Diesel,Manual,100000.0,
Hyundai Xcent 1.1 CRDi SX Option,2016.0,,,Diesel,Manual,30000.0,
Hyundai Xcent 1.1 CRDi SX Option,2014.0,,,Diesel,Manual,55850.0,
Hyundai Xcent 1.1 CRDi SX Option,2014.0,,,Diesel,Manual,55850.0,
Hyundai Santro Xing GL Plus LPG,2011.0,,,LPG,Manual,60000.0,
Hyundai Accent Executive,2012.0,,,Petrol,Manual,100000.0,
Hyundai Accent Executive,2010.0,,,Petrol,Manual,67000.0,
Hyundai Accent Executive,2011.0,,,Petrol,Manual,60000.0,
Hyundai Accent Executive,2013.0,,,Petrol,Manual,70000.0,
Maruti Celerio VXI AT,2017.0,,,Petrol,Automatic,32670.0,
Maruti Celerio VXI AT,2017.0,,,Petrol,Automatic,50000.0,
Maruti Celerio VXI AT,2015.0,,,Petrol,Automatic,30500.0,
Hyundai Creta 1.6 CRDi AT SX Plus,2016.0,,,Diesel,Automatic,30093.0,
Hyundai Creta 1.6 CRDi AT SX Plus,2016.0,,,Diesel,Automatic,74000.0,
Maruti Ertiga VXI CNG,2013.0,,,CNG,Manual,56228.0,
Maruti Ertiga VXI CNG,2018.0,,,CNG,Manual,80000.0,
Maruti Ertiga VXI CNG,2014.0,,,CNG,Manual,56600.0,
Hyundai Verna 1.6 SX VTVT,2013.0,,,Petrol,Manual,59319.0,
Hyundai Verna 1.6 SX VTVT,2017.0,,,Petrol,Manual,23000.0,
Hyundai Verna 1.6 SX VTVT,2014.0,,,Petrol,Manual,100000.0,
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2013.0,,,Petrol,Manual,35299.0,
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2018.0,,,Petrol,Manual,31000.0,
Toyota Etios V,2011.0,,,Petrol,Manual,51687.0,
Toyota Etios V,2011.0,,,Petrol,Manual,41125.0,
Toyota Etios V,2013.0,,,Petrol,Manual,40771.0,
Volkswagen Vento Petrol Highline AT,2011.0,,,Petrol,Automatic,76259.0,
Volkswagen Vento Petrol Highline AT,2011.0,,,Petrol,Automatic,70000.0,
Volkswagen Polo Diesel Highline 1.2L,2013.0,,,Diesel,Manual,44049.0,
Volkswagen Polo Diesel Highline 1.2L,2013.0,,,Diesel,Manual,100000.0,
Volkswagen Polo Diesel Highline 1.2L,2013.0,,,Diesel,Manual,75000.0,
Volkswagen Polo Diesel Highline 1.2L,2013.0,,,Diesel,Manual,115000.0,
Volkswagen Polo Diesel Highline 1.2L,2011.0,,,Diesel,Manual,60000.0,
Volkswagen Polo Diesel Highline 1.2L,2012.0,,,Diesel,Manual,77000.0,
Mahindra KUV 100 mFALCON D75 K8,2017.0,,,Diesel,Manual,45087.0,
Audi A4 New  2.0 TDI Multitronic,2014.0,,,Diesel,Automatic,42215.0,
Volkswagen Polo Petrol Highline 1.2L,2011.0,,,Petrol,Manual,54206.0,
Volkswagen Polo Petrol Highline 1.2L,2010.0,,,Petrol,Manual,45143.0,
Skoda Rapid 1.6 MPI Active,2012.0,,,Petrol,Manual,52547.0,
Maruti Ertiga ZDI,2014.0,,,Diesel,Manual,59110.0,
Maruti Ertiga ZDI,2012.0,,,Diesel,Manual,120000.0,
Maruti Ertiga ZDI,2012.0,,,Diesel,Manual,110000.0,
Maruti Ertiga ZDI,2015.0,,,Diesel,Manual,100000.0,
Maruti Ertiga ZDI,2013.0,,,Diesel,Manual,89000.0,
Maruti Wagon R Stingray LXI,2014.0,,,Petrol,Manual,54565.0,
Skoda Superb 1.8 TSI,2013.0,,,Petrol,Automatic,61624.0,
Tata Indigo LS,2007.0,,,Diesel,Manual,195000.0,
Tata Indigo LS,2009.0,,,Diesel,Manual,20000.0,
Tata Indigo LS,2008.0,,,Diesel,Manual,90000.0,
Tata Indigo LS,2008.0,,,Diesel,Manual,90000.0,
Tata Indigo LS,2010.0,,,Diesel,Manual,96000.0,
Tata Indigo LS,2010.0,,,Diesel,Manual,102000.0,
Tata Indigo LS,2012.0,,,Diesel,Manual,70000.0,
Tata Indigo LS,2012.0,,,Diesel,Manual,90000.0,
Tata Indigo LS,2012.0,,,Diesel,Manual,200000.0,
Land Rover Discovery Sport TD4 HSE 7S,2018.0,,,Diesel,Automatic,68000.0,
Tata Sumo GX TC 8 Str,2010.0,,,Diesel,Manual,120000.0,
Hyundai i20 Magna,2010.0,,,Petrol,Manual,90000.0,
Hyundai i20 Magna,2010.0,,,Petrol,Manual,60000.0,
Hyundai i20 Magna,2010.0,,,Petrol,Manual,55000.0,
Hyundai i20 Magna,2010.0,,,Petrol,Manual,40000.0,
Hyundai Verna CRDi 1.6 SX Option,2019.0,,,Diesel,Manual,25000.0,
Hyundai Verna CRDi 1.6 SX Option,2019.0,,,Diesel,Manual,9000.0,
Hyundai Verna CRDi 1.6 SX Option,2019.0,,,Diesel,Manual,100000.0,
Hyundai Verna CRDi 1.6 SX Option,2018.0,,,Diesel,Manual,26430.0,
Hyundai Verna CRDi 1.6 SX Option,2018.0,,,Diesel,Manual,60000.0,
Hyundai Verna CRDi 1.6 SX Option,2018.0,,,Diesel,Manual,26430.0,
Hyundai Verna CRDi 1.6 SX Option,2018.0,,,Diesel,Manual,26430.0,
Tata Tiago XZA AMT,2018.0,,,Petrol,Automatic,10980.0,
Tata Tiago XZA AMT,2018.0,,,Petrol,Automatic,10980.0,
Toyota Innova Crysta 2.4 VX MT BSIV,2018.0,,,Diesel,Manual,50000.0,
Toyota Innova Crysta 2.4 VX MT BSIV,2017.0,,,Diesel,Manual,25000.0,
Toyota Innova Crysta 2.4 VX MT BSIV,2017.0,,,Diesel,Manual,70000.0,
Toyota Innova Crysta 2.4 VX MT BSIV,2017.0,,,Diesel,Manual,25000.0,
Hyundai Grand i10 AT Asta,2015.0,,,Petrol,Automatic,30000.0,
Hyundai Grand i10 AT Asta,2015.0,,,Petrol,Automatic,63063.0,
Maruti Ciaz VXi,2015.0,,,Petrol,Manual,69782.0,
Maruti Ciaz VXi,2014.0,,,Petrol,Manual,15000.0,
Mahindra XUV500 W8 4WD,2013.0,,,Diesel,Manual,63654.0,
Mahindra XUV500 W8 4WD,2012.0,,,Diesel,Manual,71042.0,
Mahindra XUV500 W8 4WD,2012.0,,,Diesel,Manual,80000.0,
Mahindra XUV500 W8 4WD,2012.0,,,Diesel,Manual,76290.0,
Mahindra XUV500 W8 4WD,2012.0,,,Diesel,Manual,120000.0,
Mahindra XUV500 W8 4WD,2012.0,,,Diesel,Manual,126000.0,
Mahindra XUV500 W8 4WD,2012.0,,,Diesel,Manual,80000.0,
Mahindra XUV500 W8 4WD,2015.0,,,Diesel,Manual,53000.0,
Mahindra XUV500 W8 4WD,2014.0,,,Diesel,Manual,156000.0,
Renault Lodgy 85PS RxL,2017.0,,,Diesel,Manual,60000.0,
Renault Lodgy 85PS RxL,2015.0,,,Diesel,Manual,35000.0,
Renault Lodgy 85PS RxL,2015.0,,,Diesel,Manual,35000.0,
Renault Lodgy 85PS RxL,2015.0,,,Diesel,Manual,60000.0,
Mahindra Scorpio S6 Plus 7 Seater,2015.0,,,Diesel,Manual,52000.0,
Maruti Swift LDI BSIV,2015.0,,,Diesel,Manual,59385.0,
Hyundai i20 2015-2017 Magna 1.2,2015.0,,,Petrol,Manual,70378.0,
Maruti Wagon R LXI BS IV,2013.0,,,Petrol,Manual,55425.0,
Maruti Wagon R LXI BS IV,2013.0,,,Petrol,Manual,80000.0,
Maruti Wagon R LXI BS IV,2013.0,,,Petrol,Manual,80000.0,
Maruti Wagon R LXI BS IV,2010.0,,,Petrol,Manual,70000.0,
Maruti Wagon R LXI BS IV,2010.0,,,Petrol,Manual,50000.0,
Maruti Wagon R LXI BS IV,2010.0,,,Petrol,Manual,70000.0,
Maruti Wagon R LXI BS IV,2011.0,,,Petrol,Manual,50000.0,
Maruti Wagon R LXI BS IV,2011.0,,,Petrol,Manual,65000.0,
Maruti Wagon R LXI BS IV,2014.0,,,Petrol,Manual,50000.0,
Maruti Wagon R LXI BS IV,2017.0,,,Petrol,Manual,50000.0,
Mahindra Bolero 2011-2019 SLX 2WD BSIII,2013.0,,,Diesel,Manual,78413.0,
Toyota Innova Crysta 2.8 ZX AT BSIV,2017.0,,,Diesel,Automatic,75000.0,
Toyota Innova Crysta 2.8 ZX AT BSIV,2016.0,,,Diesel,Automatic,110000.0,
Maruti Ciaz VDI SHVS,2017.0,,,Diesel,Manual,55545.0,
Maruti Ciaz VDI SHVS,2016.0,,,Diesel,Manual,50900.0,
Tata Indica GLS BS IV,2009.0,,,Petrol,Manual,120000.0,
Tata Indica GLS BS IV,2009.0,,,Petrol,Manual,100000.0,
Tata Indica GLS BS IV,2009.0,,,Petrol,Manual,120000.0,
Tata Indica GLS BS IV,2008.0,,,Petrol,Manual,200000.0,
Tata Indica GLS BS IV,2008.0,,,Petrol,Manual,110000.0,
Tata Indica GLS BS IV,2008.0,,,Petrol,Manual,90000.0,
Tata Indica GLS BS IV,2008.0,,,Petrol,Manual,60000.0,
Tata Indica GLS BS IV,2008.0,,,Petrol,Manual,120000.0,
Tata Indica GLS BS IV,2010.0,,,Petrol,Manual,70000.0,
Tata Indica GLS BS IV,2010.0,,,Petrol,Manual,110000.0,
Tata Indica GLS BS IV,2010.0,,,Petrol,Manual,300000.0,
Tata Indica GLS BS IV,2010.0,,,Petrol,Manual,300000.0,
Tata Indica GLS BS IV,2007.0,,,Petrol,Manual,50000.0,
Tata Indica GLS BS IV,2007.0,,,Petrol,Manual,130000.0,
Tata Indica GLS BS IV,2006.0,,,Petrol,Manual,100000.0,
Honda City i DTec SV,2014.0,,,Diesel,Manual,27483.0,
Honda City i DTec SV,2014.0,,,Diesel,Manual,40000.0,
Honda City i DTec SV,2014.0,,,Diesel,Manual,27483.0,
Maruti Swift LXI,2019.0,,,Petrol,Manual,8000.0,
Maruti Swift LXI,2019.0,,,Petrol,Manual,8000.0,
Maruti Swift LXI,2011.0,,,Petrol,Manual,70000.0,
Maruti Swift LXI,2011.0,,,Petrol,Manual,70000.0,
Maruti Swift LXI,2011.0,,,Petrol,Manual,70000.0,
Maruti Zen LXI,2006.0,,,Petrol,Manual,70000.0,
Maruti Zen LXI,2006.0,,,Petrol,Manual,70000.0,
Maruti Zen LXI,1999.0,,,Petrol,Manual,70000.0,
Maruti Zen LXI,2005.0,,,Petrol,Manual,90000.0,
Maruti Zen LXI,1998.0,,,Petrol,Manual,70000.0,
Maruti Zen LXI,1998.0,,,Petrol,Manual,120000.0,
Maruti Zen LXI,2003.0,,,Petrol,Manual,60000.0,
Honda WR-V i-VTEC VX,2018.0,,,Petrol,Manual,1440.0,
Honda WR-V i-VTEC VX,2018.0,,,Petrol,Manual,1440.0,
Honda WR-V i-VTEC VX,2017.0,,,Petrol,Manual,25552.0,
Honda WR-V i-VTEC VX,2017.0,,,Petrol,Manual,29976.0,
Toyota Fortuner 2.8 2WD AT BSIV,2017.0,,,Diesel,Automatic,20000.0,
Toyota Fortuner 2.8 2WD AT BSIV,2017.0,,,Diesel,Automatic,57000.0,
Toyota Fortuner 2.8 2WD AT BSIV,2018.0,,,Diesel,Automatic,40000.0,
Toyota Innova Crysta 2.4 ZX MT,2017.0,,,Diesel,Manual,91195.0,
Volkswagen Polo 1.5 TDI Trendline,2011.0,,,Diesel,Manual,63657.0,
Volkswagen Polo 1.5 TDI Trendline,2014.0,,,Diesel,Manual,81358.0,
Mahindra Verito Vibe 1.5 dCi D4,2013.0,,,Diesel,Manual,60000.0,
Volkswagen Vento Magnific 1.6 Highline,2013.0,,,Petrol,Manual,97248.0,
Maruti Swift Dzire LDI,2018.0,,,Diesel,Manual,80000.0,
Maruti Swift Dzire LDI,2018.0,,,Diesel,Manual,38000.0,
Maruti Swift Dzire LDI,2017.0,,,Diesel,Manual,90000.0,
Maruti Swift Dzire LDI,2014.0,,,Diesel,Manual,110000.0,
Maruti Swift Dzire LDI,2014.0,,,Diesel,Manual,70000.0,
Maruti Swift Dzire LDI,2015.0,,,Diesel,Manual,73000.0,
Maruti Swift Dzire LDI,2013.0,,,Diesel,Manual,80000.0,
Maruti Swift Dzire LDI,2019.0,,,Diesel,Manual,5000.0,
Maruti Swift Dzire LDI,2019.0,,,Diesel,Manual,5000.0,
Tata New Safari DICOR 2.2 GX 4x2,2011.0,,,Diesel,Manual,100000.0,
Maruti SX4 ZDI,2011.0,,,Diesel,Manual,90000.0,
Maruti SX4 ZDI,2011.0,,,Diesel,Manual,105000.0,
Maruti SX4 ZDI,2011.0,,,Diesel,Manual,105000.0,
Maruti SX4 ZDI,2012.0,,,Diesel,Manual,70000.0,
Hyundai Verna 1.6 SX VTVT (O),2013.0,,,Petrol,Manual,89000.0,
Hyundai Verna 1.6 SX VTVT (O),2013.0,,,Petrol,Manual,66000.0,
Hyundai Verna 1.6 SX VTVT (O),2014.0,,,Petrol,Manual,50000.0,
Hyundai Verna 1.6 SX VTVT (O),2014.0,,,Petrol,Manual,50000.0,
Fiat Grande Punto 1.3 Dynamic (Diesel),2012.0,,,Diesel,Manual,100000.0,
Fiat Grande Punto 1.3 Dynamic (Diesel),2010.0,,,Diesel,Manual,63000.0,
Maruti Wagon R Stingray VXI,2014.0,,,Petrol,Manual,75000.0,
Maruti Wagon R Stingray VXI,2014.0,,,Petrol,Manual,59059.0,
Maruti Wagon R Stingray VXI,2013.0,,,Petrol,Manual,65000.0,
Maruti Wagon R Stingray VXI,2013.0,,,Petrol,Manual,74000.0,
Toyota Etios Liva 1.4 VD,2017.0,,,Diesel,Manual,36000.0,
Toyota Etios Liva 1.4 VD,2017.0,,,Diesel,Manual,36000.0,
Toyota Etios Liva 1.4 VD,2017.0,,,Diesel,Manual,36000.0,
Hyundai Xcent 1.2 Kappa SX,2016.0,,,Petrol,Manual,12000.0,
Hyundai Xcent 1.2 Kappa SX,2016.0,,,Petrol,Manual,35000.0,
Hyundai Xcent 1.2 Kappa SX,2016.0,,,Petrol,Manual,12000.0,
Honda Amaze VX O iDTEC,2017.0,,,Diesel,Manual,12997.0,
Honda Amaze VX O iDTEC,2017.0,,,Diesel,Manual,12997.0,
Honda Amaze VX O iDTEC,2017.0,,,Diesel,Manual,12997.0,
Maruti Ciaz 1.4 AT Zeta,2017.0,,,Petrol,Automatic,40000.0,
Maruti Ciaz 1.4 AT Zeta,2017.0,,,Petrol,Automatic,40000.0,
Maruti Ciaz 1.4 AT Zeta,2017.0,,,Petrol,Automatic,40000.0,
Maruti Ciaz 1.4 AT Zeta,2019.0,,,Petrol,Automatic,15000.0,
Mahindra Scorpio S4 4WD,2015.0,,,Diesel,Manual,60000.0,
Mahindra Scorpio S4 4WD,2015.0,,,Diesel,Manual,60000.0,
Mahindra Scorpio S4 4WD,2014.0,,,Diesel,Manual,70000.0,
Maruti Swift 1.3 VXI ABS,2015.0,,,Petrol,Manual,24600.0,
Maruti Swift 1.3 VXI ABS,2015.0,,,Petrol,Manual,24600.0,
Maruti Swift 1.3 VXI ABS,2015.0,,,Petrol,Manual,24600.0,
Maruti Swift 1.3 VXI ABS,2006.0,,,Petrol,Manual,110000.0,
Ford Ecosport 1.0 Ecoboost Titanium Optional,2013.0,,,Petrol,Manual,100000.0,
Ford Ecosport 1.0 Ecoboost Titanium Optional,2013.0,,,Petrol,Manual,100000.0,
Ford Ecosport 1.0 Ecoboost Titanium Optional,2013.0,,,Petrol,Manual,100000.0,
Ford Ecosport 1.0 Ecoboost Titanium Optional,2014.0,,,Petrol,Manual,65239.0,
Renault KWID Climber 1.0 AMT BSIV,2017.0,,,Petrol,Automatic,7658.0,
Renault KWID Climber 1.0 AMT BSIV,2017.0,,,Petrol,Automatic,7658.0,
Renault KWID Climber 1.0 AMT BSIV,2017.0,,,Petrol,Automatic,7658.0,
Renault KWID RXL BSIV,2017.0,,,Petrol,Manual,18500.0,
Renault KWID RXL BSIV,2017.0,,,Petrol,Manual,18500.0,
Renault KWID RXL BSIV,2017.0,,,Petrol,Manual,18500.0,
Hyundai EON 1.0 Era Plus,2012.0,,,Petrol,Manual,48000.0,
Hyundai EON 1.0 Era Plus,2012.0,,,Petrol,Manual,48000.0,
Hyundai EON 1.0 Era Plus,2018.0,,,Petrol,Manual,21302.0,
Hyundai EON 1.0 Era Plus,2018.0,,,Petrol,Manual,21302.0,
Hyundai EON 1.0 Era Plus,2017.0,,,Petrol,Manual,28838.0,
Hyundai EON 1.0 Era Plus,2017.0,,,Petrol,Manual,28838.0,
Hyundai EON 1.0 Era Plus,2014.0,,,Petrol,Manual,65000.0,
Hyundai EON 1.0 Era Plus,2019.0,,,Petrol,Manual,5000.0,
Toyota Innova 2.5 G (Diesel) 8 Seater,2015.0,,,Diesel,Manual,53652.0,
Toyota Innova 2.5 G (Diesel) 8 Seater,2015.0,,,Diesel,Manual,53652.0,
Toyota Innova 2.5 G (Diesel) 8 Seater,2015.0,,,Diesel,Manual,53652.0,
Toyota Innova 2.5 G (Diesel) 8 Seater,2014.0,,,Diesel,Manual,101000.0,
Toyota Innova 2.5 G (Diesel) 8 Seater,2014.0,,,Diesel,Manual,70000.0,
Toyota Innova 2.5 G (Diesel) 8 Seater,2016.0,,,Diesel,Manual,146000.0,
Toyota Innova 2.5 G (Diesel) 8 Seater,2011.0,,,Diesel,Manual,135200.0,
Toyota Innova 2.5 G (Diesel) 8 Seater,2013.0,,,Diesel,Manual,120000.0,
Toyota Innova 2.5 G4 Diesel 8-seater,2007.0,,,Diesel,Manual,80000.0,
Mahindra KUV 100 G80 K2,2018.0,,,Petrol,Manual,5000.0,
Mahindra KUV 100 G80 K2,2018.0,,,Petrol,Manual,30000.0,
Hyundai i20 1.4 Asta Option,2017.0,,,Diesel,Manual,106000.0,
Hyundai i20 1.4 Asta Option,2017.0,,,Diesel,Manual,50000.0,
Hyundai i20 1.4 Asta Option,2018.0,,,Diesel,Manual,40000.0,
Renault KWID RXL,2016.0,,,Petrol,Manual,60000.0,
Renault KWID RXL,2016.0,,,Petrol,Manual,38000.0,
Renault KWID RXL,2020.0,,,Petrol,Manual,20000.0,
Renault KWID RXL,2019.0,,,Petrol,Manual,15000.0,
Renault KWID RXL,2019.0,,,Petrol,Manual,10000.0,
Renault KWID RXL,2019.0,,,Petrol,Manual,40000.0,
Maruti Celerio ZXI Optional AMT BSIV,2017.0,,,Petrol,Automatic,82000.0,
Fiat Palio D 1.9 EL PS,2003.0,,,Diesel,Manual,35000.0,
Fiat Linea Classic 1.3 Multijet,2015.0,,,Diesel,Manual,130000.0,
Maruti Alto 800 CNG LXI,2012.0,,,CNG,Manual,97000.0,
Maruti Swift Dzire VXi,2009.0,,,Petrol,Manual,60000.0,
Maruti Swift Dzire VXi,2009.0,,,Petrol,Manual,110000.0,
Maruti Swift Dzire VXi,2009.0,,,Petrol,Manual,80659.0,
Maruti Swift Dzire VXi,2011.0,,,Petrol,Manual,100000.0,
Maruti Swift Dzire VXi,2011.0,,,Petrol,Manual,70000.0,
Maruti Swift Dzire VXi,2010.0,,,Petrol,Manual,97000.0,
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019.0,,,Petrol,Manual,25000.0,
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019.0,,,Petrol,Manual,25000.0,
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019.0,,,Petrol,Manual,5000.0,
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018.0,,,Petrol,Manual,6000.0,
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018.0,,,Petrol,Manual,6000.0,
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018.0,,,Petrol,Manual,2500.0,
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2016.0,,,Petrol,Manual,28643.0,
Honda Brio 1.2 S MT,2017.0,,,Petrol,Manual,15000.0,
Honda Brio 1.2 S MT,2017.0,,,Petrol,Manual,15000.0,
Honda Brio 1.2 S MT,2016.0,,,Petrol,Manual,63400.0,
Honda Brio 1.2 S MT,2014.0,,,Petrol,Manual,57000.0,
Honda Brio 1.2 S MT,2012.0,,,Petrol,Manual,47000.0,
Tata Zest Revotron 1.2T XE,2016.0,,,Petrol,Manual,90000.0,
Tata Zest Revotron 1.2T XE,2016.0,,,Petrol,Manual,15000.0,
Tata Zest Revotron 1.2T XE,2015.0,,,Petrol,Manual,60000.0,
Tata Zest Revotron 1.2T XE,2018.0,,,Petrol,Manual,45000.0,
